ticket_id,customer_id,ticket_date,issue_category,issue_subcategory,priority,ticket_status,resolution_time_hours,customer_satisfaction_score,ticket_description,support_agent_id
TCK0003760,CUST004877,2021-01-09,Content,Missing subtitles,Medium,Closed,32.6,5.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0097
TCK0003761,CUST004877,2024-07-10,Device & App,Sync across devices,Low,Resolved,1.3,3.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0032
TCK0003762,CUST004878,2026-02-12,Streaming Quality,Low resolution,High,Closed,5.2,5.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0033
TCK0003763,CUST004879,2025-03-18,Account Access,Account locked,Low,Resolved,28.0,3.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0068
TCK0003764,CUST004879,2021-09-21,Billing & Payments,Duplicate charge,Medium,Resolved,14.3,2.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0061
TCK0003765,CUST004881,2026-05-25,Billing & Payments,Failed payment,Medium,Escalated,,,"Card declined during renewal, I had to retry three times before it finally went through and I am frustrated with this.",AGT0008
TCK0003766,CUST004881,2023-08-05,Billing & Payments,Invoice question,Medium,Closed,10.8,3.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0042
TCK0003767,CUST004882,2024-10-17,Billing & Payments,Price dispute,Low,Closed,1.1,3.0,I did not receive any communication about the plan price change and feel this was handled poorly.,AGT0105
TCK0003768,CUST004883,2022-11-19,Account Access,Email verification issue,Low,Resolved,25.1,5.0,The verification email never arrived after I updated my email address in account settings.,AGT0067
TCK0003769,CUST004884,2025-09-05,Billing & Payments,Invoice question,High,Resolved,25.6,2.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0002
TCK0003770,CUST004886,2024-12-28,Device & App,Device not supported,Medium,Escalated,,,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0053
TCK0003771,CUST004889,2024-11-28,Subscription,Plan upgrade request,High,Resolved,2.0,5.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0069
TCK0003772,CUST004889,2025-11-06,Billing & Payments,Refund request,High,Pending,,,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0078
TCK0003773,CUST004889,2024-12-30,Account Access,Email verification issue,Low,Closed,4.3,3.0,The verification email never arrived after I updated my email address in account settings.,AGT0065
TCK0003774,CUST004890,2026-05-16,Billing & Payments,Duplicate charge,High,Resolved,1.2,3.0,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0092
TCK0003775,CUST004893,2020-08-27,Content,Missing subtitles,High,Resolved,19.3,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0063
TCK0003776,CUST004897,2026-02-04,Subscription,Auto-renew complaint,High,Resolved,32.0,5.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0095
TCK0003777,CUST004898,2022-08-20,Device & App,App not loading,Medium,Escalated,,,The app does not load past the splash screen on my gaming console since the last update.,AGT0050
TCK0003778,CUST004898,2021-12-23,Billing & Payments,Duplicate charge,Medium,Resolved,22.4,2.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0057
TCK0003779,CUST004898,2020-07-10,Streaming Quality,Audio sync issue,Medium,Resolved,89.9,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0078
TCK0003780,CUST004899,2024-09-05,Streaming Quality,Buffering,High,Pending,,,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0042
TCK0003781,CUST004900,2024-04-06,Billing & Payments,Duplicate charge,High,Closed,9.9,2.0,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0006
TCK0003782,CUST004902,,Account Access,Login failure,Low,Pending,,,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0096
TCK0003783,CUST004902,2022-05-21,Streaming Quality,Buffering,Medium,Resolved,0.8,4.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0103
TCK0003784,CUST004904,2021-10-28,Content,Missing subtitles,High,Resolved,13.5,4.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0114
TCK0003785,CUST004904,2023-11-16,Account Access,Account locked,Low,Resolved,44.4,4.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0113
TCK0003786,CUST004907,2023-06-08,Billing & Payments,Failed payment,Low,Resolved,6.7,2.0,"Card declined during renewal, I had to retry three times before it finally went through and I am frustrated with this.",AGT0046
TCK0003787,CUST004910,2026-01-25,Billing & Payments,Refund request,Low,Escalated,,,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0093
TCK0003788,CUST004910,2023-10-02,Subscription,Auto-renew complaint,Low,Resolved,7.6,3.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0021
TCK0003789,CUST004911,2025-07-23,Subscription,Plan downgrade request,High,Escalated,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0014
TCK0003790,CUST004914,2023-03-16,Content,Missing subtitles,Low,Resolved,50.9,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0108
TCK0003791,CUST004915,2025-06-27,Subscription,Plan downgrade request,Low,Resolved,17.0,1.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0032
TCK0003792,CUST004915,2024-10-29,Billing & Payments,Duplicate charge,Low,Escalated,,,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0112
TCK0003793,CUST004916,2025-05-02,Device & App,App not loading,Critical,Resolved,9.8,5.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0091
TCK0003794,CUST004916,2021-07-21,Billing & Payments,Invoice question,Low,Resolved,55.0,3.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0098
TCK0003795,CUST004917,2025-05-12,Billing & Payments,Refund request,Low,Resolved,19.3,3.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0035
TCK0003796,CUST004917,2023-04-18,Device & App,Download failure,Low,Resolved,9.5,4.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0098
TCK0003797,CUST004921,2020-09-04,Subscription,Plan downgrade request,Low,Pending,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0039
TCK0003798,CUST004922,2026-02-10,Account Access,Account locked,Low,Closed,24.8,4.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0076
TCK0003799,CUST004923,2025-11-19,Streaming Quality,App crashing,Critical,Resolved,21.6,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0113
TCK0003800,CUST004923,2024-01-08,Subscription,Auto-renew complaint,Low,Resolved,8.6,4.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0118
TCK0003801,CUST004923,2025-08-06,Streaming Quality,App crashing,Medium,Resolved,30.6,1.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0112
TCK0003802,CUST004925,2024-03-24,Billing & Payments,Price dispute,Critical,Closed,4.1,3.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0099
TCK0003803,CUST004925,2025-06-14,Billing & Payments,Failed payment,High,Resolved,67.0,1.0,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0013
TCK0003804,CUST004930,,Account Access,Password reset,High,Escalated,,,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0092
TCK0003805,CUST004931,2023-08-15,Device & App,Download failure,Critical,Resolved,3.0,2.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0120
TCK0003806,CUST004931,2023-10-20,Streaming Quality,App crashing,Medium,Resolved,27.3,5.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0006
TCK0003807,CUST004931,2023-04-07,Account Access,Account locked,Medium,Pending,,,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0076
TCK0003808,CUST004932,2024-06-24,Device & App,App not loading,High,Resolved,22.6,3.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0006
TCK0003809,CUST004933,2021-03-06,Subscription,Plan downgrade request,Low,Resolved,28.0,4.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0104
TCK0003810,CUST004934,2021-02-15,Streaming Quality,Buffering,High,Resolved,4.0,2.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0049
TCK0003811,CUST004935,2025-05-30,Account Access,Login failure,Medium,Escalated,,,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0091
TCK0003812,CUST004937,2025-07-12,Streaming Quality,Buffering,Medium,Closed,25.5,2.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0078
TCK0003813,CUST004937,2026-01-09,Account Access,Login failure,Critical,Closed,5.4,5.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0030
TCK0003814,CUST004938,2022-06-07,Streaming Quality,Buffering,High,Closed,11.8,2.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0015
TCK0003815,CUST004939,2026-05-30,Streaming Quality,Buffering,Critical,Pending,,,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0081
TCK0003816,CUST004942,,Streaming Quality,Buffering,Medium,Resolved,9.1,1.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0049
TCK0003817,CUST004944,2024-06-19,Account Access,Account locked,High,Resolved,0.9,5.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0018
TCK0003818,CUST004944,2025-11-13,Billing & Payments,Refund request,Low,Resolved,54.9,3.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0035
TCK0003819,CUST004945,2021-03-08,Account Access,Account locked,Low,Resolved,3.1,3.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0029
TCK0003820,CUST004946,2024-02-10,Billing & Payments,Refund request,High,Resolved,1.8,3.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0120
TCK0003821,CUST004947,2026-06-18,Billing & Payments,Duplicate charge,High,Resolved,0.5,5.0,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0012
